Time (s),Extension (mm),Load (N),Axial Strain (mm/mm),Transverse Strain (mm/mm),Thickness(m),Width(m),Final length(m),Axial gauge length(m),Transverse gauge length(m),Crosshead Rate(mm/min)
48,4,45584.86,0.01619,0.01002,,,,,,
48.1,4.009,45586.71,0.01633,0.0101,,,,,,
48.2,4.017,45587.78,0.01646,0.01018,,,,,,
48.3,4.025,45592.11,0.0166,0.01026,,,,,,
48.4,4.034,45591.72,0.01673,0.01034,,,,,,
48.5,4.042,45596.21,0.01687,0.01043,,,,,,
48.6,4.05,45610.88,0.01701,0.01051,,,,,,
48.7,4.059,45611.29,0.01715,0.01059,,,,,,
48.8,4.067,45618.39,0.01729,0.01067,,,,,,
48.9,4.075,45621.19,0.01744,0.01075,,,,,,
49,4.083,45622.14,0.01758,0.01084,,,,,,
49.1,4.092,45625.51,0.01772,0.01092,,,,,,
49.2,4.1,45629.54,0.01786,0.011,,,,,,
49.3,4.109,45630.56,0.018,0.01108,,,,,,
49.4,4.117,45629,0.01815,0.01116,,,,,,
49.5,4.125,45630.11,0.01829,0.01124,,,,,,
49.6,4.134,45633.48,0.01843,0.01132,,,,,,
49.7,4.142,45634.21,0.01858,0.0114,,,,,,
49.8,4.15,45632.53,0.01872,0.01149,,,,,,
49.9,4.159,45638.37,0.01886,0.01157,,,,,,
50,4.167,45639.11,0.01902,0.01165,,,,,,
50.1,4.175,45639.54,0.01916,0.01173,,,,,,
50.2,4.184,45638.61,0.01932,0.01182,,,,,,
50.3,4.192,45641.5,0.01946,0.0119,,,,,,
50.4,4.2,45641.84,0.01961,0.01199,,,,,,
50.5,4.209,45641.27,0.01976,0.01207,,,,,,
50.6,4.217,45638.89,0.0199,0.01215,,,,,,
50.7,4.225,45642.4,0.02004,0.01224,,,,,,
50.8,4.234,45642.4,0.0202,0.01232,,,,,,
50.9,4.242,45643.45,0.02035,0.0124,,,,,,
51,4.25,45641.21,0.0205,0.01249,,,,,,
51.1,4.258,45640.74,0.02065,0.01257,,,,,,
51.2,4.267,45643.44,0.02079,0.01266,,,,,,
51.3,4.275,45644.4,0.02095,0.01274,,,,,,
51.4,4.284,45643.05,0.02109,0.01283,,,,,,
51.5,4.292,45643.09,0.02125,0.01291,,,,,,
51.6,4.3,45642.76,0.0214,0.013,,,,,,
51.7,4.308,45641.96,0.02154,0.01308,,,,,,
51.8,4.317,45642.3,0.02169,0.01317,,,,,,
51.9,4.325,45643.66,0.02185,0.01325,,,,,,
52,4.334,45641.98,0.022,0.01334,,,,,,
52.1,4.342,45640.42,0.02216,0.01342,,,,,,
52.2,4.35,45642.64,0.02231,0.01351,,,,,,
52.3,4.359,45642.09,0.02247,0.01359,,,,,,
52.4,4.367,45641.89,0.02263,0.01368,,,,,,
52.5,4.375,45641.84,0.02278,0.01377,,,,,,
52.6,4.384,45639.25,0.02294,0.01385,,,,,,
52.7,4.392,45638.08,0.0231,0.01394,,,,,,
52.8,4.4,45637.23,0.02325,0.01402,,,,,,
52.9,4.409,45636.12,0.02341,0.01411,,,,,,
53,4.417,45637.71,0.02357,0.0142,,,,,,
53.1,4.425,45635,0.02373,0.01429,,,,,,
53.2,4.433,45631.8,0.02389,0.01437,,,,,,
53.3,4.442,45631.37,0.02404,0.01445,,,,,,
53.4,4.45,45632.08,0.02421,0.01454,,,,,,
53.5,4.459,45631.76,0.02436,0.01463,,,,,,
53.6,4.467,45628.91,0.02453,0.01472,,,,,,
53.7,4.475,45625.89,0.02468,0.01481,,,,,,
53.8,4.483,45625.9,0.02484,0.01489,,,,,,
53.9,4.492,45622.99,0.025,0.01498,,,,,,
54,4.5,45622.68,0.02516,0.01507,,,,,,
54.1,4.509,45616.77,0.02533,0.01516,,,,,,
54.2,4.517,45612.65,0.02549,0.01525,,,,,,
54.3,4.525,45615.05,0.02565,0.01533,,,,,,
54.4,4.533,45613.33,0.02581,0.01542,,,,,,
54.5,4.542,45609.45,0.02597,0.01551,,,,,,
54.6,4.55,45607.98,0.02614,0.0156,,,,,,
54.7,4.559,45603.79,0.02631,0.01569,,,,,,
54.8,4.567,45597.14,0.02648,0.01578,,,,,,
54.9,4.575,45594.2,0.02665,0.01588,,,,,,
55,4.584,45594.92,0.02681,0.01597,,,,,,
55.1,4.592,45596.57,0.02698,0.01606,,,,,,
55.2,4.6,45590.43,0.02715,0.01615,,,,,,
55.3,4.608,45585.37,0.02732,0.01624,,,,,,
55.4,4.617,45584.15,0.02748,0.01633,,,,,,
55.5,4.625,45583.3,0.02766,0.01642,,,,,,
55.6,4.634,45580.03,0.02783,0.01652,,,,,,
55.7,4.642,45572.12,0.028,0.01661,,,,,,
55.8,4.65,45560.12,0.02817,0.0167,,,,,,
55.9,4.658,45556.57,0.02834,0.0168,,,,,,
56,4.667,45548.06,0.02851,0.01689,,,,,,
56.1,4.675,45547.34,0.02868,0.01698,,,,,,
56.2,4.683,45540.67,0.02885,0.01708,,,,,,
56.3,4.692,45543.71,0.02903,0.01717,,,,,,
56.4,4.7,45536.75,0.0292,0.01727,,,,,,
56.5,4.708,45532.1,0.02938,0.01736,,,,,,
56.6,4.717,45531.84,0.02955,0.01745,,,,,,
56.7,4.725,45528.98,0.02972,0.01755,,,,,,
56.8,4.733,45526.64,0.0299,0.01764,,,,,,
56.9,4.742,45526.38,0.03007,0.01774,,,,,,
57,4.75,45516.25,0.03025,0.01783,,,,,,
57.1,4.758,45506.42,0.03043,0.01793,,,,,,
57.2,4.767,45511.5,0.0306,0.01803,,,,,,
57.3,4.775,45500.3,0.03078,0.01812,,,,,,
57.4,4.784,45495.12,0.03096,0.01822,,,,,,
57.5,4.792,45493.43,0.03114,0.01832,,,,,,
57.6,4.8,45480.29,0.03132,0.01842,,,,,,
57.7,4.809,45477.11,0.0315,0.01852,,,,,,
57.8,4.817,45475.07,0.03169,0.01862,,,,,,
57.9,4.825,45467.71,0.03186,0.01872,,,,,,
58,4.834,45461.16,0.03204,0.01882,,,,,,
58.1,4.842,45457.93,0.03222,0.01892,,,,,,
58.2,4.85,45450.81,0.03241,0.01902,,,,,,
58.3,4.859,45449.42,0.03259,0.01912,,,,,,
58.4,4.867,45446.95,0.03278,0.01922,,,,,,
58.5,4.875,45444.02,0.03296,0.01932,,,,,,
58.6,4.883,45439.66,0.03315,0.01942,,,,,,
58.7,4.892,45438.75,0.03334,0.01952,,,,,,
58.8,4.9,45440.27,0.03353,0.01962,,,,,,
58.9,4.909,45434.57,0.03373,0.01973,,,,,,
59,4.917,45430.36,0.03393,0.01983,,,,,,
59.1,4.925,45428.79,0.03412,0.01993,,,,,,
59.2,4.934,45427,0.03432,0.02004,,,,,,
59.3,4.942,45425.55,0.03452,0.02014,,,,,,
59.4,4.95,45425.57,0.03472,0.02025,,,,,,
59.5,4.959,45424.82,0.03492,0.02035,,,,,,
59.6,4.967,45422.22,0.03512,0.02046,,,,,,
59.7,4.975,45417.08,0.03532,0.02057,,,,,,
59.8,4.984,45405.37,0.03552,0.02067,,,,,,
59.9,4.992,45398.8,0.03572,0.02078,,,,,,
60,5,45395.86,0.03593,0.02088,,,,,,
60.1,5.009,45391.64,0.03614,0.02099,,,,,,
60.2,5.017,45378.66,0.03634,0.0211,,,,,,
60.3,5.025,45370.3,0.03655,0.02121,,,,,,
60.4,5.034,45365.6,0.03675,0.02132,,,,,,
60.5,5.042,45354.05,0.03696,0.02143,,,,,,
60.6,5.05,45346.89,0.03716,0.02154,,,,,,
60.7,5.058,45337.89,0.03737,0.02165,,,,,,
60.8,5.067,45337.61,0.03758,0.02176,,,,,,
60.9,5.075,45337.06,0.03779,0.02187,,,,,,
61,5.084,45331.11,0.038,0.02198,,,,,,
61.1,5.092,45313.48,0.03821,0.0221,,,,,,
61.2,5.1,45306.89,0.03841,0.02221,,,,,,
61.3,5.109,45300.68,0.03863,0.02232,,,,,,
61.4,5.117,45287.9,0.03884,0.02243,,,,,,
61.5,5.125,45286.18,0.03905,0.02254,,,,,,
61.6,5.134,45281.78,0.03926,0.02266,,,,,,
61.7,5.142,45275.29,0.03947,0.02278,,,,,,
61.8,5.15,45270.82,0.03968,0.02289,,,,,,
61.9,5.158,45263.99,0.0399,0.02301,,,,,,
62,5.167,45256.17,0.04012,0.02312,,,,,,
62.1,5.175,45255.21,0.04033,0.02324,,,,,,
62.2,5.184,45243.45,0.04055,0.02336,,,,,,
62.3,5.192,45230.34,0.04077,0.02348,,,,,,
62.4,5.2,45224.51,0.04098,0.0236,,,,,,
62.5,5.209,45222.3,0.04119,0.02372,,,,,,
62.6,5.217,45221.97,0.04141,0.02383,,,,,,
62.7,5.225,45219.61,0.04164,0.02396,,,,,,
62.8,5.233,45212.96,0.04186,0.02408,,,,,,
62.9,5.242,45210.29,0.04208,0.0242,,,,,,
63,5.25,45204.91,0.0423,0.02432,,,,,,
63.1,5.258,45200.18,0.04252,0.02445,,,,,,
63.2,5.267,45194.95,0.04275,0.02458,,,,,,
63.3,5.275,45181.86,0.04298,0.0247,,,,,,
63.4,5.283,45174.29,0.0432,0.02483,,,,,,
63.5,5.292,45166.46,0.04342,0.02495,,,,,,
63.6,5.3,45155.99,0.04364,0.02508,,,,,,
63.7,5.309,45156.16,0.04387,0.0252,,,,,,
63.8,5.317,45141.54,0.0441,0.02533,,,,,,
63.9,5.325,45137.91,0.04432,0.02546,,,,,,
64,5.334,45130.51,0.04455,0.02559,,,,,,
64.1,5.342,45123.83,0.04479,0.02572,,,,,,
64.2,5.35,45120.94,0.04501,0.02585,,,,,,
64.3,5.358,45112.84,0.04524,0.02599,,,,,,
64.4,5.367,45106.92,0.04547,0.02612,,,,,,
64.5,5.375,45087.34,0.0457,0.02625,,,,,,
64.6,5.383,45072.96,0.04594,0.02638,,,,,,
64.7,5.392,45068.56,0.04617,0.02652,,,,,,
64.8,5.4,45063.65,0.0464,0.02665,,,,,,
64.9,5.409,45050.79,0.04663,0.02679,,,,,,
65,5.417,45037.8,0.04687,0.02692,,,,,,
65.1,5.425,45032.89,0.04711,0.02706,,,,,,
65.2,5.433,45027.25,0.04734,0.0272,,,,,,
65.3,5.442,45017.51,0.04758,0.02734,,,,,,
65.4,5.45,45011.79,0.04782,0.02748,,,,,,
65.5,5.459,45007.71,0.04806,0.02762,,,,,,
65.6,5.467,45003.41,0.0483,0.02776,,,,,,
65.7,5.475,45001.09,0.04853,0.0279,,,,,,
65.8,5.484,44995.96,0.04878,0.02805,,,,,,
65.9,5.492,44988.59,0.04901,0.02819,,,,,,
66,5.5,44981.99,0.04926,0.02834,,,,,,
66.1,5.508,44965.13,0.04948,0.02848,,,,,,
66.2,5.517,44952.51,0.04971,0.02863,,,,,,
66.3,5.525,44945.25,0.04995,0.02877,,,,,,
66.4,5.534,44921.78,0.0502,0.02892,,,,,,
66.5,5.542,44915.95,0.05044,0.02907,,,,,,
66.6,5.55,44911.51,0.05068,0.02922,,,,,,
66.7,5.558,44896.69,0.05093,0.02936,,,,,,
66.8,5.567,44890.34,0.05117,0.02951,,,,,,
66.9,5.575,44878.36,0.05141,0.02967,,,,,,
67,5.584,44864.59,0.05166,0.02982,,,,,,
67.1,5.592,44858.67,0.05191,0.02996,,,,,,
67.2,5.6,44848.41,0.05216,0.03012,,,,,,
67.3,5.608,44840.02,0.0524,0.03027,,,,,,
67.4,5.617,44836.98,0.05265,0.03042,,,,,,
67.5,5.625,44823.55,0.0529,0.03058,,,,,,
67.6,5.634,44816,0.05315,0.03073,,,,,,
67.7,5.642,44813.51,0.05339,0.03089,,,,,,
67.8,5.65,44810,0.05364,0.03104,,,,,,
67.9,5.659,44805.51,0.0539,0.0312,,,,,,
68,5.667,44797.15,0.05415,0.03136,,,,,,
68.1,5.675,44783.03,0.05439,0.03151,,,,,,
68.2,5.684,44773.77,0.05464,0.03167,,,,,,
68.3,5.692,44754.44,0.0549,0.03183,,,,,,
68.4,5.7,44734.96,0.05515,0.03199,,,,,,
68.5,5.709,44724.64,0.05541,0.03215,,,,,,
68.6,5.717,44710.4,0.05566,0.03231,,,,,,
68.7,5.725,44704.72,0.05591,0.03247,,,,,,
68.8,5.734,44697.3,0.05616,0.03264,,,,,,
68.9,5.742,44678.05,0.05641,0.03279,,,,,,
69,5.75,44675.67,0.05667,0.03295,,,,,,
69.1,5.759,44659.17,0.05693,0.03312,,,,,,
69.2,5.767,44647.07,0.05718,0.03328,,,,,,
69.3,5.775,44630.55,0.05743,0.03344,,,,,,
69.4,5.783,44617.72,0.05768,0.0336,,,,,,
69.5,5.792,44612.56,0.05795,0.03377,,,,,,
69.6,5.8,44603.77,0.05821,0.03393,,,,,,
69.7,5.808,44595.27,0.05846,0.03409,,,,,,
69.8,5.817,44589.86,0.05871,0.03426,,,,,,
69.9,5.825,44582.72,0.05898,0.03443,,,,,,
70,5.833,44571.34,0.05923,0.03459,,,,,,
70.1,5.842,44557.62,0.05949,0.03476,,,,,,
70.2,5.85,44547.07,0.05975,0.03492,,,,,,
70.3,5.859,44532.64,0.06001,0.03509,,,,,,
70.4,5.867,44516.78,0.06027,0.03526,,,,,,
70.5,5.875,44505.57,0.06053,0.03543,,,,,,
70.6,5.884,44502.08,0.06079,0.03559,,,,,,
70.7,5.892,44494.64,0.06106,0.03576,,,,,,
70.8,5.9,44455.98,0.06133,0.03594,,,,,,
70.9,5.909,44437.21,0.06158,0.0361,,,,,,
71,5.917,44424.47,0.06184,0.03627,,,,,,
71.1,5.925,44415.48,0.06211,0.03644,,,,,,
71.2,5.934,44406,0.06237,0.03661,,,,,,
71.3,5.942,44398.81,0.06264,0.03678,,,,,,
71.4,5.95,44390.34,0.06289,0.03695,,,,,,
71.5,5.959,44388.76,0.06316,0.03712,,,,,,
71.6,5.967,44383.42,0.06343,0.03729,,,,,,
71.7,5.975,44372.21,0.06369,0.03746,,,,,,
71.8,5.984,44357.11,0.06396,0.03763,,,,,,
71.9,5.992,44333.68,0.06423,0.0378,,,,,,
72,6,44316.07,0.06449,0.03797,,,,,,
72.1,6.008,44296.84,0.06475,0.03814,,,,,,
72.2,6.017,44289.05,0.06502,0.03831,,,,,,
72.3,6.025,44282.66,0.06529,0.03848,,,,,,
72.4,6.034,44264.46,0.06555,0.03865,,,,,,
72.5,6.042,44243.89,0.06582,0.03882,,,,,,
72.6,6.05,44229.35,0.06609,0.03899,,,,,,
72.7,6.059,44215.88,0.06636,0.03915,,,,,,
72.8,6.067,44206.65,0.06663,0.03932,,,,,,
72.9,6.075,44196.38,0.0669,0.03949,,,,,,
73,6.083,44184.11,0.06717,0.03966,,,,,,
73.1,6.092,44177.95,0.06744,0.03983,,,,,,
73.2,6.1,44164.57,0.06771,0.03999,,,,,,
73.3,6.109,44147.97,0.06798,0.04016,,,,,,
73.4,6.117,44138.19,0.06825,0.04033,,,,,,
73.5,6.125,44119.78,0.06852,0.0405,,,,,,
73.6,6.134,44093.64,0.0688,0.04067,,,,,,
73.7,6.142,44086.18,0.06908,0.04083,,,,,,
73.8,6.15,44081.35,0.06935,0.041,,,,,,
73.9,6.159,44070.48,0.06962,0.04117,,,,,,
74,6.167,44049.92,0.0699,0.04134,,,,,,
74.1,6.175,44027.6,0.07017,0.0415,,,,,,
74.2,6.183,44005.5,0.07044,0.04167,,,,,,
74.3,6.192,43998.34,0.07071,0.04183,,,,,,
74.4,6.2,43993.02,0.07099,0.04199,,,,,,
74.5,6.209,43978.4,0.07126,0.04216,,,,,,
74.6,6.217,43970.21,0.07153,0.04232,,,,,,
74.7,6.225,43960.64,0.07181,0.04248,,,,,,
74.8,6.233,43948.3,0.07208,0.04265,,,,,,
74.9,6.242,43930.79,0.07236,0.04281,,,,,,
75,6.25,43899.77,0.07263,0.04297,,,,,,
75.1,6.259,43885.67,0.0729,0.04313,,,,,,
75.2,6.267,43878.58,0.07318,0.04329,,,,,,
75.3,6.275,43865.57,0.07346,0.04345,,,,,,
75.4,6.284,43843.28,0.07373,0.04361,,,,,,
75.5,6.292,43821.05,0.074,0.04377,,,,,,
75.6,6.3,43809.86,0.07427,0.04393,,,,,,
75.7,6.309,43795.8,0.07456,0.04409,,,,,,
75.8,6.317,43783.31,0.07484,0.04425,,,,,,
75.9,6.325,43781.06,0.07511,0.04441,,,,,,
76,6.334,43777,0.07539,0.04456,,,,,,
76.1,6.342,43771.24,0.07567,0.04472,,,,,,
76.2,6.35,43757.46,0.07595,0.04488,,,,,,
76.3,6.359,43728.31,0.07623,0.04503,,,,,,
76.4,6.367,43705.43,0.0765,0.04519,,,,,,
76.5,6.375,43685.45,0.07677,0.04534,,,,,,
76.6,6.384,43671.02,0.07705,0.04549,,,,,,
76.7,6.392,43660.53,0.07734,0.04565,,,,,,
76.8,6.4,43645.49,0.07761,0.0458,,,,,,
76.9,6.408,43617.77,0.07788,0.04595,,,,,,
77,6.417,43604.5,0.07816,0.0461,,,,,,
77.1,6.425,43585.25,0.07843,0.04625,,,,,,
77.2,6.433,43577.84,0.07871,0.0464,,,,,,
77.3,6.442,43574.85,0.07899,0.04655,,,,,,
77.4,6.45,43564.26,0.07928,0.0467,,,,,,
77.5,6.458,43550.86,0.07955,0.04685,,,,,,
77.6,6.467,43540.88,0.07983,0.047,,,,,,
77.7,6.475,43525.45,0.08012,0.04715,,,,,,
77.8,6.484,43503.97,0.0804,0.0473,,,,,,
77.9,6.492,43485.59,0.08068,0.04744,,,,,,
78,6.5,43476.06,0.08096,0.04759,,,,,,
78.1,6.508,43469.42,0.08124,0.04773,,,,,,
78.2,6.517,43454.91,0.08153,0.04788,,,,,,
78.3,6.525,43436.5,0.08181,0.04802,,,,,,
78.4,6.534,43405.24,0.08209,0.04817,,,,,,
78.5,6.542,43382.61,0.08238,0.04832,,,,,,
78.6,6.55,43372.14,0.08266,0.04846,,,,,,
78.7,6.558,43366.81,0.08294,0.0486,,,,,,
78.8,6.567,43357.51,0.08323,0.04875,,,,,,
78.9,6.575,43340.36,0.08351,0.04889,,,,,,
79,6.583,43330.55,0.0838,0.04903,,,,,,
79.1,6.592,43310.9,0.08408,0.04918,,,,,,
79.2,6.6,43292.1,0.08437,0.04932,,,,,,
79.3,6.609,43266.6,0.08465,0.04946,,,,,,
79.4,6.617,43255.97,0.08493,0.0496,,,,,,
79.5,6.625,43244.21,0.08522,0.04974,,,,,,
79.6,6.634,43223.16,0.08551,0.04988,,,,,,
79.7,6.642,43205.58,0.08579,0.05001,,,,,,
79.8,6.65,43183.66,0.08607,0.05015,,,,,,
79.9,6.659,43174.54,0.08636,0.05028,,,,,,
80,6.667,43170.04,0.08664,0.05042,,,,,,
80.1,6.675,43166.59,0.08693,0.05056,,,,,,
80.2,6.683,43158.84,0.08722,0.05069,,,,,,
80.3,6.692,43144.64,0.08751,0.05083,,,,,,
80.4,6.7,43121.51,0.0878,0.05097,,,,,,
80.5,6.709,43102.96,0.08808,0.0511,,,,,,
80.6,6.717,43079.84,0.08838,0.05124,,,,,,
80.7,6.725,43049.46,0.08867,0.05137,,,,,,
80.8,6.733,43044.2,0.08895,0.0515,,,,,,
80.9,6.742,43031.52,0.08924,0.05164,,,,,,
81,6.75,43007.63,0.08954,0.05177,,,,,,
81.1,6.758,42983.4,0.08983,0.0519,,,,,,
81.2,6.767,42969.08,0.09012,0.05203,,,,,,
81.3,6.775,42957.44,0.09041,0.05216,,,,,,
81.4,6.784,42951.93,0.0907,0.05229,,,,,,
81.5,6.792,42943.96,0.09099,0.05242,,,,,,
81.6,6.8,42932.69,0.09128,0.05255,,,,,,
81.7,6.809,42917.98,0.09158,0.05267,,,,,,
81.8,6.817,42893.46,0.09187,0.0528,,,,,,
81.9,6.825,42874.07,0.09215,0.05293,,,,,,
82,6.834,42860.86,0.09245,0.05306,,,,,,
82.1,6.842,42853.37,0.09274,0.05318,,,,,,
82.2,6.85,42831.81,0.09303,0.0533,,,,,,
82.3,6.858,42802.9,0.09332,0.05343,,,,,,
82.4,6.867,42776.69,0.09361,0.05355,,,,,,
82.5,6.875,42755.24,0.09391,0.05368,,,,,,
82.6,6.884,42745.21,0.0942,0.0538,,,,,,
82.7,6.892,42739.6,0.09449,0.05392,,,,,,
82.8,6.9,42732.56,0.09478,0.05404,,,,,,
82.9,6.908,42714.82,0.09507,0.05416,,,,,,
83,6.917,42701.66,0.09536,0.05428,,,,,,
83.1,6.925,42688.82,0.09566,0.0544,,,,,,
83.2,6.934,42660.13,0.09595,0.05452,,,,,,
83.3,6.942,42647.01,0.09625,0.05464,,,,,,
83.4,6.95,42638.79,0.09654,0.05476,,,,,,
83.5,6.959,42622.48,0.09684,0.05488,,,,,,
83.6,6.967,42597.46,0.09714,0.055,,,,,,
83.7,6.975,42578.43,0.09743,0.05511,,,,,,
83.8,6.984,42563.07,0.09773,0.05523,,,,,,
83.9,6.992,42550.84,0.09803,0.05535,,,,,,
84,7,42544.27,0.09832,0.05546,,,,,,
84.1,7.009,42536.36,0.09862,0.05557,,,,,,
84.2,7.017,42510.1,0.09892,0.05569,,,,,,
84.3,7.025,42486.51,0.09921,0.0558,,,,,,
84.4,7.034,42458.44,0.09951,0.05592,,,,,,
84.5,7.042,42434.78,0.09981,0.05603,,,,,,
84.6,7.05,42430.66,0.1001,0.05614,,,,,,
84.7,7.059,42418.86,0.1004,0.05625,,,,,,
84.8,7.067,42388.62,0.1007,0.05636,,,,,,
84.9,7.075,42371.03,0.101,0.05647,,,,,,
85,7.084,42357.47,0.10129,0.05658,,,,,,
85.1,7.092,42344.04,0.10159,0.05669,,,,,,
85.2,7.1,42335.74,0.10189,0.0568,,,,,,
85.3,7.109,42329.67,0.10219,0.05691,,,,,,
85.4,7.117,42319.17,0.10249,0.05701,,,,,,
85.5,7.125,42293.45,0.10279,0.05712,,,,,,
85.6,7.133,42279.91,0.10309,0.05723,,,,,,
85.7,7.142,42254.66,0.10339,0.05734,,,,,,
85.8,7.15,42239.86,0.10369,0.05744,,,,,,
85.9,7.159,42225.29,0.104,0.05755,,,,,,
86,7.167,42188.67,0.10429,0.05765,,,,,,
86.1,7.175,42165.02,0.1046,0.05775,,,,,,
86.2,7.184,42146.77,0.1049,0.05786,,,,,,
86.3,7.192,42126.11,0.1052,0.05796,,,,,,
86.4,7.2,42123.43,0.1055,0.05806,,,,,,
86.5,7.209,42118.85,0.10581,0.05817,,,,,,
86.6,7.217,42103.1,0.10612,0.05827,,,,,,
86.7,7.225,42085.66,0.10642,0.05837,,,,,,
86.8,7.234,42068.39,0.10673,0.05847,,,,,,
86.9,7.242,42033.95,0.10702,0.05857,,,,,,
87,7.25,42025.5,0.10732,0.05867,,,,,,
87.1,7.259,42009.87,0.10763,0.05876,,,,,,
87.2,7.267,41981.13,0.10794,0.05886,,,,,,
87.3,7.275,41961.75,0.10824,0.05896,,,,,,
87.4,7.283,41948.91,0.10854,0.05905,,,,,,
87.5,7.292,41932.82,0.10884,0.05915,,,,,,
87.6,7.3,41920.69,0.10915,0.05924,,,,,,
87.7,7.308,41906.24,0.10945,0.05934,,,,,,
87.8,7.317,41891.54,0.10977,0.05943,,,,,,
87.9,7.325,41862.76,0.11007,0.05953,,,,,,
88,7.333,41838.33,0.11038,0.05962,,,,,,
88.1,7.342,41818.92,0.11069,0.05972,,,,,,
88.2,7.35,41812.33,0.111,0.05981,,,,,,
88.3,7.358,41791.01,0.1113,0.0599,,,,,,
88.4,7.367,41771.99,0.11162,0.05999,,,,,,
88.5,7.375,41748.4,0.11195,0.06008,,,,,,
88.6,7.383,41730.28,0.11226,0.06017,,,,,,
88.7,7.392,41718.45,0.11258,0.06026,,,,,,
88.8,7.4,41711.48,0.11291,0.06035,,,,,,
88.9,7.408,41697.48,0.11323,0.06044,,,,,,
89,7.417,41672.56,0.11354,0.06053,,,,,,
89.1,7.425,41647.67,0.11384,0.06062,,,,,,
89.2,7.434,41619.45,0.11415,0.06071,,,,,,
89.3,7.442,41604.7,0.11446,0.06079,,,,,,
89.4,7.45,41573.02,0.11478,0.06088,,,,,,
89.5,7.459,41552.43,0.1151,0.06096,,,,,,
89.6,7.467,41532.95,0.11542,0.06105,,,,,,
89.7,7.475,41516.39,0.11574,0.06113,,,,,,
89.8,7.483,41511.41,0.11606,0.06122,,,,,,
89.9,7.492,41501.04,0.11638,0.0613,,,,,,
90,7.5,41491.67,0.1167,0.06138,,,,,,
90.1,7.509,41469.72,0.11702,0.06146,,,,,,
90.2,7.517,41440.43,0.11734,0.06154,,,,,,
90.3,7.525,41413.31,0.11766,0.06162,,,,,,
90.4,7.533,41407.32,0.11798,0.06171,,,,,,
90.5,7.542,41377.07,0.1183,0.06178,,,,,,
90.6,7.55,41349.79,0.11862,0.06186,,,,,,
90.7,7.559,41330.34,0.11895,0.06194,,,,,,
90.8,7.567,41317.41,0.11927,0.06202,,,,,,
90.9,7.575,41295.84,0.11959,0.0621,,,,,,
91,7.584,41288.04,0.11992,0.06218,,,,,,
91.1,7.592,41265.62,0.12025,0.06225,,,,,,
91.2,7.6,41240.91,0.12057,0.06233,,,,,,
91.3,7.609,41217.76,0.1209,0.06241,,,,,,
91.4,7.617,41200.8,0.12123,0.06248,,,,,,
91.5,7.625,41183.87,0.12154,0.06256,,,,,,
91.6,7.634,41158.67,0.12187,0.06263,,,,,,
91.7,7.642,41144.19,0.1222,0.0627,,,,,,
91.8,7.65,41118.73,0.12253,0.06278,,,,,,
91.9,7.659,41103.45,0.12286,0.06285,,,,,,
92,7.667,41083.96,0.12319,0.06292,,,,,,
92.1,7.675,41071.64,0.12352,0.06299,,,,,,
92.2,7.684,41053.95,0.12384,0.06306,,,,,,
92.3,7.692,41022.91,0.12418,0.06313,,,,,,
92.4,7.7,40998.34,0.12451,0.0632,,,,,,
92.5,7.708,40982.41,0.12483,0.06327,,,,,,
92.6,7.717,40956.73,0.12516,0.06334,,,,,,
92.7,7.725,40930.38,0.12549,0.06341,,,,,,
92.8,7.734,40910.08,0.12582,0.06348,,,,,,
92.9,7.742,40901.9,0.12615,0.06354,,,,,,
93,7.75,40884.79,0.12648,0.06361,,,,,,
93.1,7.758,40875.2,0.12681,0.06367,,,,,,
93.2,7.767,40852.27,0.12714,0.06374,,,,,,
93.3,7.775,40822.12,0.12748,0.06381,,,,,,
93.4,7.784,40786.79,0.12781,0.06387,,,,,,
93.5,7.792,40778.9,0.12814,0.06394,,,,,,
93.6,7.8,40747.47,0.12847,0.064,,,,,,
93.7,7.809,40721.95,0.1288,0.06406,,,,,,
93.8,7.817,40705.04,0.12914,0.06412,,,,,,
93.9,7.825,40685.77,0.12947,0.06418,,,,,,
94,7.834,40676.13,0.12981,0.06425,,,,,,
94.1,7.842,40654.75,0.13014,0.06431,,,,,,
94.2,7.85,40632.01,0.13047,0.06437,,,,,,
94.3,7.858,40609.96,0.1308,0.06442,,,,,,
94.4,7.867,40583.44,0.13114,0.06448,,,,,,
94.5,7.875,40570.8,0.13148,0.06454,,,,,,
94.6,7.883,40530.27,0.13181,0.0646,,,,,,
94.7,7.892,40501.24,0.13215,0.06466,,,,,,
94.8,7.9,40483.18,0.13248,0.06471,,,,,,
94.9,7.908,40476.71,0.13282,0.06477,,,,,,
95,7.917,40459.73,0.13316,0.06483,,,,,,
95.1,7.925,40440.91,0.13349,0.06488,,,,,,
95.2,7.933,40415.99,0.13383,0.06494,,,,,,
95.3,7.942,40379.28,0.13417,0.06499,,,,,,
95.4,7.95,40367.75,0.1345,0.06504,,,,,,
95.5,7.959,40339.8,0.13483,0.0651,,,,,,
95.6,7.967,40309.77,0.13518,0.06515,,,,,,
95.7,7.975,40286.66,0.13551,0.0652,,,,,,
95.8,7.984,40275.57,0.13585,0.06525,,,,,,
95.9,7.992,40262.43,0.13618,0.0653,,,,,,
96,8,40240.19,0.13652,0.06535,,,,,,
96.1,8.009,40216.25,0.13686,0.0654,,,,,,
96.2,8.017,40177.89,0.1372,0.06545,,,,,,
96.3,8.025,40159.05,0.13754,0.0655,,,,,,
